Manage your apps,Quản lý ứng dụng của bạn
Manage your courses and batches at a glance,Quản lý các khóa học và đợt của bạn trong nháy mắt
Manual Review,Xem xét thủ công
Map valid choices and optional alternate keys.,Ánh xạ các lựa chọn hợp lệ và đáp án thay thế (nếu có).
mapped criteria,tiêu chí đã ánh xạ
Mark,Đánh dấu
Mark all as read,Đánh dấu tất cả là đã đọc
Mark as Complete,Đánh dấu đã hoàn thành
Mark as complete on moving to the next lesson,Đánh dấu hoàn thành khi chuyển sang bài học tiếp theo
Mark as Incomplete,Đánh dấu chưa hoàn thành
Marks,Điểm
Marks out of,Đánh dấu ra khỏi
Marks to Deduct,Điểm cần khấu trừ
Master foundational knowledge.,Nắm vững kiến thức nền tảng.
match,Khớp
matches,trận đấu
Math,Toán học
Max Attempts,Số lần thử tối đa
Max Score,Điểm tối đa
Max Score:,Điểm tối đa:
Maximum Attempts,Số lần thử tối đa
May I help you?,Tôi có thể giúp gì cho bạn?
MCQ Question,Câu hỏi MCQ
Measured against manual checks.,Được đo đối chiếu với chấm tay.
Medium,Trung bình
Member,Thành viên
member,thành viên
Member added to program successfully,Thành viên được thêm vào chương trình thành công
Member already added to program,Thành viên đã được thêm vào chương trình
Member Consent,Sự đồng ý của thành viên
Members,Thành viên
members,thành viên
Memory Match,Ghép hình
Message,Tin nhắn
Message is required,Tin nhắn là bắt buộc
Meta Description,Mô tả Meta
Meta Image,Hình ảnh meta
Meta Keywords,Từ khóa meta
Meta Tags,Thẻ meta
Midterm (30%),Giữa kỳ (30%)
MIDTERM EXAM I — MATH GRADE 12,ĐỀ KIỂM TRA GIỮA KỲ I — TOÁN LỚP 12
Midterm exam: Literature 10,Bài thi Giữa kỳ: Ngữ văn 10
min,phút
Mini Games,Trò chơi nhỏ
minutes,phút
Miss,Trượt
Missing solution set S = {1; 3/2},Thiếu tập nghiệm S = {1; 3/2}
Mixed essay & multiple choice,Hỗ trợ trắc nghiệm kết hợp tự luận
Moderator,Người điều hành
Modified,Đã sửa đổi
Monday,Thứ hai
Monetization,Kiếm tiền
Monitor AI performance and review teacher feedback.,Theo dõi hiệu suất của AI và xem phản hồi từ giáo viên.
Monthly,hàng tháng
More,Hơn
moves,lượt
msgs,tin nhắn
MSGS,Tin nhắn
Multiple Answers,Nhiều đáp án
Multiple Choice,Trắc nghiệm
"Multiple select (JPG, PNG)","Nhiều lựa chọn (JPG, PNG)"
My availability,Tính khả dụng của tôi
My Batches,Lớp học của tôi
My calendar,Lịch của tôi
My Courses,Khóa học của tôi
My Notes,Ghi chú của tôi
My Profile,Hồ sơ của tôi
Mô hình GPT-4o,Model GPT-4o
Mẹo để AI chấm chuẩn nhất,Mẹo để chuẩn AI nhất
Mở phiên,Open version
Name,Tên
Need Improvement (<5),Cần cải thiện (<5)
Need instructor review for edge cases.,Cần giảng viên rà soát các trường hợp biên.
Need review,Cần duyệt
Needs effort to improve performance.,Cần nỗ lực cải thiện hiệu suất.
Needs Grading,Cần chấm điểm
NEEDS IMPROVEMENT,CẦN CẢI THIỆN
Needs review,Cần xem lại
New,Mới
New Batch,lớp mới
New Chat,Cuộc trò chuyện mới
New chat session,Phiên chat mới
New Coupon,Phiếu giảm giá mới
New Course,Khóa học mới
New Email Template,Mẫu email mới
New Job,Công việc mới
New Lesson,Bài học mới
New Payment Gateway,Cổng thanh toán mới
New Question,Câu hỏi mới
New Session,Phiên mới
New Zoom Account,Tài khoản thu phóng mới
New {0},Mới {0}
Next,Kế tiếp
Next step: Ask the Smart Chatbot for a 7-day recovery plan and follow it closely.,Bước tiếp theo: Hỏi Smart Chatbot về kế hoạch phục hồi trong 7 ngày và theo dõi chặt chẽ kế hoạch đó.
Next step: Challenge yourself with advanced questions to sustain momentum.,Bước tiếp theo: Thử thách bản thân bằng các câu hỏi nâng cao để duy trì động lực.
Next step: Complete your next assessment and review feedback right after submission.,Bước tiếp theo: Hoàn thành đánh giá tiếp theo của bạn và xem xét phản hồi ngay sau khi gửi.
Next step: Review one weak topic daily and re-attempt similar questions.,Bước tiếp theo: Xem lại một chủ đề yếu hàng ngày và thử lại các câu hỏi tương tự.
Next Submission,Lần gửi tiếp theo
NGUYEN TRAI HIGH SCHOOL — HCMC,TRƯỜNG THPT NGUYỄN TRÃI — TP.HCM
Nhấn nút Chấm điểm. AI sẽ đưa ra điểm số kèm nhận xét chi tiết. Bạn có thể chỉnh sửa lại điểm nếu cần trước khi lưu.,Click nút Chấm điểm. AI sẽ đưa ra điểm đính kèm nhận xét chi tiết. Bạn có thể chỉnh sửa lại điểm nếu cần trước khi lưu.
Nhập Form Đáp án,Import Form Escape
No announcements,Không có thông báo
No Assessments,Không có đánh giá
No Assignments,Không có bài tập
No badges assigned yet.,Chưa có huy hiệu nào được chỉ định.
No badges available in this category.,Không có huy hiệu nào trong danh mục này.
No badges available yet.,Chưa có huy hiệu nào.
No badges earned yet. Keep learning!,Chưa kiếm được huy hiệu nào. Hãy tiếp tục học hỏi!
No badges earned yet. Start learning to earn your first badge!,Chưa kiếm được huy hiệu nào. Bắt đầu học cách kiếm huy hiệu đầu tiên của bạn!
No badges found,Không tìm thấy huy hiệu
No Classes,Không có lớp học
No competency data available.,Không có dữ liệu năng lực có sẵn.
No coupons created yet.,Chưa có phiếu giảm giá nào được tạo.
No coupons selected for deletion,Không có phiếu giảm giá nào được chọn để xóa
no courses,không có khóa học
No courses added,Không có khóa học nào được thêm vào
No courses added yet.,Chưa có khóa học nào được thêm vào.
No courses available,Không có khóa học nào
No courses created,Chưa có khóa học nào được tạo
No description provided.,Không có mô tả được cung cấp.
No detailed feedback available.,Không có thông tin phản hồi chi tiết có sẵn.
No dissatisfaction feedback yet,Chưa có phản hồi không hài lòng nào
No documents found,Không tìm thấy tài liệu nào
No feedback data available to save.,Không có dữ liệu phản hồi có sẵn để lưu.
No feedback received yet.,Chưa nhận được phản hồi nào.
No games are currently assigned to your batches.,Hiện tại không có trò chơi nào được chỉ định cho nhóm của bạn.
No Games Found,Không tìm thấy trò chơi nào
No grade data available.,Chưa có dữ liệu điểm số.
No grades available yet.,Chưa có điểm nào.
No grading data found for this batch.,Không tìm thấy dữ liệu chấm điểm cho đợt này.
No grading sessions found.,Không tìm thấy phiên chấm điểm nào.
No introduction,Không giới thiệu
No items left,Không còn mặt hàng nào
No leaderboard data available yet.,Chưa có dữ liệu bảng xếp hạng.
No lesson plans created yet,Chưa có giáo án nào được soạn
No lesson plans yet,Chưa có giáo án
No live classes scheduled,Không có lớp học trực tiếp nào được lên lịch
No Live Courses,Không có khóa học đang mở
No matching students found,Không tìm thấy sinh viên phù hợp
No members added yet.,Chưa có thành viên nào được thêm vào.
No members found.,Không tìm thấy thành viên nào.
No Model Configured,Chưa cấu hình model
No Paper Image,Không có hình ảnh giấy
No programs found in this category.,Không tìm thấy chương trình nào trong danh mục này.
No question data available yet.,Chưa có dữ liệu câu hỏi.
No questions added yet,Chưa có câu hỏi nào được thêm vào
No Quiz submissions found,Không tìm thấy bài thi nào
No Quizzes,Không có bài kiểm tra
No quizzes added yet.,Chưa có câu đố nào được thêm vào.
No ranking data available for this period.,Không có dữ liệu xếp hạng có sẵn cho giai đoạn này.
No reason provided,Không có lý do nào được cung cấp
No Recording,Không ghi âm
No results,Không có kết quả
No results found,Không tìm thấy kết quả nào
No rubric selected,Không có phiếu tự đánh giá nào được chọn
No rubrics yet,Chưa có phiếu tự đánh giá
No score data yet. Keep submitting quizzes and assignments to unlock personalized AI insights.,Chưa có dữ liệu điểm số. Tiếp tục gửi câu hỏi và bài tập để mở khóa thông tin chi tiết về AI được cá nhân hóa.
No sessions yet,Chưa có phiên học nào
No slots available for the selected course.,Không có chỗ trống nào cho khóa học đã chọn.
No statistics available for this video.,Không có số liệu thống kê cho video này.
No Students,Không có sinh viên
No students in this batch,Không có học sinh nào trong đợt này
No submission image or criteria attached,Không có ảnh bài làm hoặc tiêu chí đính kèm
No Submissions,Không có bài nộp
No submissions,Không có bài nộp
No template selected,Không có mẫu nào được chọn
No upcoming events,Không có sự kiện sắp tới
No {0},Không có {0}
No.,STT
None,Không có
Not bad! Room for improvement. \u{1F4AA},Không tệ! Phòng để cải thiện. \u{1F4AA}
Not Graded,Không được chấm điểm
Not Passed,Chưa đạt
Not Permitted,Không được phép
Not Saved,Chưa lưu
Notes,Ghi chú
Nothing to see here.,Không có gì để hiển thị ở đây.
Notifications,Thông báo
Notify me when available,Báo cho tôi khi có sẵn
Number of questions,Số câu
Number of seats available,Số chỗ ngồi có sẵn
Number of Students,Số lượng sinh viên
Nâng tầm học tập với,Nâng cấp tầm học tập
Objective,Trắc nghiệm
Objective Grading Pipeline,Quy trình chấm điểm trắc nghiệm
Objectives & Data,Mục tiêu & Dữ liệu
Offline,Ngoại tuyến
ON A 10-POINT SCALE,TRÊN THANG ĐIỂM 10
On site,Trên trang web
"Once the moderator grades your submission, you'll find the details here.","Sau khi người kiểm duyệt chấm điểm bài gửi của bạn, bạn sẽ tìm thấy thông tin chi tiết tại đây."
Online,Trực tuyến
Only administrators,moderators
"Only administrators, moderators, and teachers can change language settings.","Chỉ quản trị viên, người kiểm duyệt và giáo viên mới có thể thay đổi cài đặt ngôn ngữ."
Only one rubric file is allowed for each grading session.,Mỗi phiên chấm điểm chỉ được phép một tệp rubric.
Only zip files are allowed,Chỉ cho phép các tệp zip
Only {0} file is allowed.,Chỉ cho phép tệp {0}.
Open,Mở
Open Details,Mở chi tiết
Open Live Camera,Mở máy ảnh trực tiếp
Open Network,Mạng mở
Open Rubric,Mở rubric
Open sessions,Phiên đang mở
Open Sessions,Phiên mở
Open Submission,Mở bài nộp
Open the,Mở
Open to,Mở cho
Open to Work,Mở cửa làm việc
Open your AI score analytics dashboard with trends and recommendations.,Mở bảng phân tích điểm số AI với các xu hướng và gợi ý học tập.
Optimize AI Response,Tối ưu hóa phản hồi AI
Option,Lựa chọn
Optional,Không bắt buộc
Options,Tùy chọn
Options & Answers,Các lựa chọn & Đáp án
Orange,Cam
Order ID,ID đơn hàng
Original Amount,Số tiền gốc
other,khác
Other Courses,Các khóa học khác
others,khác
Our Popular Courses,Các khóa học phổ biến
Our Upcoming Batches,Các lớp học sắp diễn ra
Outstanding! You're a quiz master! \u{1F3C6},Nổi bật! Bạn là một bậc thầy về câu đố! \u{1F3C6}
Overall Completion,Hoàn thành tổng thể
Overview,Tổng quan
Owner,Người sở hữu
Page deleted successfully,Đã xóa trang thành công
Paid Batch,lớp trả phí
Paid Certificate,Chứng chỉ trả phí
Paid Certificate after Evaluation,Chứng chỉ được trả sau khi đánh giá
Paid Course,Khóa học trả phí
PAN,Mã số thuế (PAN)
PAN Number,Số PAN
Part Time,Bán thời gian
Pass,Vượt qua
Passed,Đã đạt
Passing Percentage,Tỷ lệ đậu
Paste the youtube link of a short video introducing the course,Dán link youtube của một đoạn video ngắn giới thiệu khóa học
Payment,Thanh toán
Payment Details,Chi tiết thanh toán
Payment for,Thanh toán cho
Payment For Certificate,Thanh toán cho chứng chỉ
Payment for Certificate,Thanh toán cho Giấy chứng nhận
Payment For Document,Thanh toán cho tài liệu
Payment For Document Type,Thanh toán cho loại tài liệu
Payment Gateway,Cổng thanh toán
Payment ID,ID thanh toán
Payment Received,Đã nhận được thanh toán
PDF,PDF
"PDF, DOC, DOCX, TXT, RTF, ODT",PDF
"PDF, DOC, DOCX, TXT, RTF, ODT — Max 10MB","PDF, DOC, DOCX, TXT, RTF, ODT — Tối đa 10MB"
Pending,Đang chờ
Pending Teacher Approval,Chờ giáo viên duyệt
People,Mọi người
Percentage,Tỷ lệ phần trăm
Percentage/Status,Tỷ lệ phần trăm/Trạng thái
Perfect! +100 pts \u{1F389},Hoàn hảo! +100 điểm \u{1F389}
Performance Breakdown,Phân tích hiệu suất
Permission Required,Cần có sự cho phép
Persona,nhân cách
Personalized improvement suggestions,Gợi ý cải thiện cá nhân hoá
Phiên chấm bài gần đây,Phiên bản gần đây của bài viết
Phiên Chấm điểm,Chấm điểm
Phone Number,Số điện thoại
Photo / Paper Image,Ảnh chụp bài làm
Physics,Vật lý
Phân tích nội dung,cấu trúc
Phân tích nội dung và đánh giá theo Rubric chuẩn hóa.,Phân tích nội dung và đánh giá theo tiêu chuẩn hóa hóa.
Phê duyệt kết quả AI,Phê duyệt AI kết quả
Phản hồi tức thì,Thì sẽ phản hồi lại
Pick a reusable rubric to apply for this session.,Chọn một phiếu tự đánh giá có thể sử dụng lại để áp dụng cho phần này.
Pick a Slot,Chọn khung giờ
Pink,Hồng
Plan Type,Loại kế hoạch
Play Again,Chơi lại
Play Games,Chơi trò chơi
Play games to earn XP and level up,Chơi trò chơi để kiếm XP và tăng cấp
Please add a zoom account to the batch to create live classes.,Vui lòng thêm tài khoản zoom vào nhóm để tạo lớp học trực tiếp.
Please complete the previous course to unlock this one.,Vui lòng hoàn thành khóa học trước để mở khóa khóa học này.
Please enroll for this course to view this lesson,Vui lòng đăng ký khóa học này để xem bài học này
"Please ensure that the billing name you enter is correct, as it will be used on your invoice.",Hãy đảm bảo rằng tên thanh toán bạn nhập là chính xác vì tên này sẽ được sử dụng trên hóa đơn của bạn.
Please ensure that you complete all the questions in {0} minutes.,Hãy đảm bảo rằng bạn hoàn thành tất cả các câu hỏi trong {0} phút.
Please enter a coupon code,Vui lòng nhập mã phiếu giảm giá
Please enter a student name,Vui lòng nhập tên học sinh
Please enter a title.,Vui lòng nhập tiêu đề.
Please enter a valid time in the format HH:mm.,Vui lòng nhập thời gian hợp lệ ở định dạng HH:mm.
Please enter a valid timestamp,Vui lòng nhập dấu thời gian hợp lệ
Please let us know where you heard about us from.,Hãy cho chúng tôi biết bạn biết đến chúng tôi từ đâu.
Please login to access the quiz.,Vui lòng đăng nhập để truy cập bài kiểm tra.
Please login to access this page.,Vui lòng đăng nhập để truy cập trang này.
Please make sure to schedule your evaluation before this date.,Vui lòng đảm bảo lên lịch đánh giá trước ngày này.
Please provide your consent to proceed with the payment,Vui lòng đồng ý để tiến hành thanh toán
Please provide your consent to proceed with the payment.,Vui lòng cung cấp sự đồng ý của bạn để tiến hành thanh toán.
Please review details in the LMS portal.,Vui lòng xem chi tiết trên hệ thống LMS.
Please run the code to execute the test cases.,Vui lòng chạy mã để thực hiện các trường hợp thử nghiệm.
Please select a Batch above to view courses,Vui lòng chọn Batch ở trên để xem khóa học
Please select a course,Vui lòng chọn một khóa học
Please select a date.,Vui lòng chọn một ngày.
Please select a duration.,Vui lòng chọn thời lượng.
Please select a future date and time.,Vui lòng chọn ngày và giờ trong tương lai.
Please select a member,Vui lòng chọn một thành viên
Please select a payment for the purchased certificate.,Vui lòng chọn thanh toán cho chứng chỉ đã mua.
Please select a quiz,Vui lòng chọn một bài kiểm tra
Please select a slot for your evaluation.,Vui lòng chọn một vị trí để đánh giá của bạn.
Please select a student from the system list.,Vui lòng chọn một sinh viên từ danh sách hệ thống.
Please select a student to enroll.,Vui lòng chọn một sinh viên để đăng ký.
Please select a time.,Vui lòng chọn thời gian.
Please select a timezone.,Vui lòng chọn múi giờ.
Please select an option,Vui lòng chọn một tùy chọn
Please upload a SCORM package,Vui lòng tải lên gói SCORM
Please upload an Excel or CSV file containing the questions.,Vui lòng tải lên tệp Excel hoặc CSV chứa các câu hỏi.
PNG,JPG
"PNG, JPG, WEBP, GIF, BMP, TIFF and more","PNG, JPG, WEBP, GIF, BMP, TIFF và hơn thế nữa"
points,điểm
Points,Điểm số
POINTS TO IMPROVE,ĐIỂM CẦN CẢI THIỆN
Points/question,Điểm/câu
Points: {0},Điểm: {0}
Poor,Nghèo
Possibilities,Khả năng
Possibility,Khả năng
Post,Đăng
"Post it here, our mentors will help you out.","Hãy đăng tại đây, các cố vấn của chúng tôi sẽ hỗ trợ bạn."
Postal Code,Mã bưu chính
Powered by Learning,Được hỗ trợ bởi học tập
Practice more difficult question types.,Luyện tập thêm các dạng bài khó.
Pre-built rubric templates,Mẫu rubric chấm điểm có sẵn
Press Cmd+Enter to post your comment,Nhấn Cmd+Enter để đăng bình luận
Press enter to search,Nhấn enter để tìm kiếm
Prev,Trước
Prevent Skipping Videos,Ngăn chặn bỏ qua video
Preview Rules,Xem trước quy tắc
Preview Video,Xem trước video
Previous,Trước
Pricing,Định giá
Pricing and Certification,Giá cả và chứng nhận
Print,In
Problem Solving & Logic,Giải quyết vấn đề & Logic
Problem Statement,Tuyên bố vấn đề
Proceed to Payment,Tiến hành thanh toán
Processing,Đang xử lý
Processing...,Đang xử lý...
Profile,Hồ sơ
Profile Image,Hình ảnh hồ sơ
Profilee,Hồ sơ
Program,Chương trình
Program created successfully,Chương trình được tạo thành công
Program deleted successfully,Chương trình đã được xóa thành công
Program Member,Thành viên chương trình
Program updated successfully,Chương trình được cập nhật thành công
Programming Exercise,Bài tập lập trình
Programming Exercise created successfully,Bài tập lập trình được tạo thành công
Programming Exercise deleted successfully,Bài tập lập trình đã được xóa thành công
Programming Exercise Progress,Tiến độ bài tập lập trình
Programming Exercise Submission,Nộp bài tập lập trình
Programming Exercise Submissions,Lập trình bài tập nộp
Programming Exercise updated successfully,Bài tập lập trình được cập nhật thành công
Programming exercises,Bài tập lập trình
Programming Exercises,Bài tập lập trình
Programs,Chương trình học
Progress,Tiến triển
Progress (%),Tiến triển (%)
Progress Distribution,Phân phối tiến độ
Progress of students in courses and assessments,Sự tiến bộ của sinh viên trong các khóa học và đánh giá
Progress Summary,Tóm tắt tiến độ
Progress Summary for {0},Tóm tắt tiến độ cho {0}
pts,điểm
Published,Đã xuất bản
Published Courses,Khóa học đã xuất bản
Published On,Đã xuất bản vào ngày
Purchased Certificate,Chứng chỉ đã mua
Purple,Tím
Puzzle,Câu đố
Python,Python
Q&A Support,Hỗ trợ hỏi đáp
"Q2 — Compute roots x₁, x₂","Câu 2 — Tìm đúng nghiệm x₁, x₂"
Q2 — Compute Δ correctly,Câu 2 — Tính đúng Δ
Q2 — Conclusion & solution set,Câu 2 — Kết luận & ghi tập nghiệm
Q3 — Analysis of 3 cases of Δ,Câu 3 — Biện luận 3 trường hợp của Δ
Q3 — Definition and formula of Δ,Câu 3 — Viết được CT tính Δ
quality score,điểm chất lượng
Question,Câu hỏi
Question 2 (3 pts): Solve 2x² − 5x + 3 = 0,Câu 2 (3 điểm): Giải phương trình 2x² − 5x + 3 = 0
Question 3 (2 pts): Analyze the meaning of discriminant Δ,Câu 3 (2 điểm): Phân tích ý nghĩa của biệt thức Δ
Question added successfully,Đã thêm câu hỏi thành công
Question Language,Ngôn ngữ câu hỏi
Question Set Parameters,Thông số bộ đề
Question Set Title,Tiêu đề bộ đề
Question Type Configuration,Cấu hình từng loại câu hỏi
Question updated successfully,Câu hỏi được cập nhật thành công
Question {0},Câu hỏi {0}
Question {0} of {1},Câu hỏi {0} của {1}
question_detail,câu hỏi_chi tiết
Questions,Câu hỏi
Questions deleted successfully,Đã xóa câu hỏi thành công
Queued Submissions,Bài nộp trong hàng đợi
Quick Actions,Thao tác nhanh
Quick class statistics,Thống kê nhanh kết quả của lớp
Quick Grade,Chấm nhanh
Quick keyword search,Tìm kiếm từ khóa nhanh
Quick Tests,Kiểm tra 15-45 phút
Quiz,Bài kiểm tra
Quiz (30%),Câu đố (30%)
Quiz (Bài trắc nghiệm),Quiz (Bài trải nghiệm)
Quiz Avg,Câu đố trung bình
Quiz Complete!,Câu đố hoàn thành!
Quiz created successfully,Đã tạo bài kiểm tra thành công
Quiz List,Danh sách Quizzes
Quiz Progress,Tiến trình bài kiểm tra
Quiz Score,Điểm bài kiểm tra
Quiz Submission,Gửi bài kiểm tra
Quiz Submissions,Bài kiểm tra
Quiz Summary,Tóm tắt câu đố
Quiz updated successfully,Đã cập nhật bài kiểm tra thành công
Quizzes,Bài kiểm tra
Quizzes deleted successfully,Đã xóa câu đố thành công
Quizzes in this video,Câu đố trong video này
Quản lý Rubric,Quản lý Phiếu tự đánh giá
Rank,Thứ hạng
Rate AI Grading,Đánh giá AI chấm bài
rating,điểm đánh giá
Rating,Đánh giá
Read,Đã đọc
Ready for objective evaluation.,Sẵn sàng cho chấm điểm trắc nghiệm.
Reason for Dissatisfaction,Lý do chưa hài lòng
Reason for dissatisfaction...,Lý do chưa hài lòng...
Received,Đã nhận
Recent Assignments,Bài tập gần đây
Recent Badges,Huy hiệu gần đây
Recent Grade Results,Kết quả lớp gần đây
Recent Submissions,Bài gửi gần đây
Recent Templates,Mẫu gần đây
Redemption Count,Số lần quy đổi
Redemptions Count,Số lần quy đổi
Reference Document (RAG),Tài liệu tham khảo để đối chiếu (RAG)
Refresh,Làm mới
Register Now,Đăng ký ngay
Regrade,Chấm lại bài
Related Courses,Các khóa học liên quan
Remedial,Mất gốc / Cơ bản
Remote,Xa
Remove,Di dời
Remove Highlight,Xóa phần đánh dấu
Reply To,Trả lời tới
Reply To is required,Trả lời là bắt buộc
Request sent successfully,Gửi yêu cầu thành công
Reset,Cài lại
Reset the password for your account,Đặt lại mật khẩu cho tài khoản của bạn
Result,Kết quả
Resume Video,Tiếp tục video
Resume where you left off,Tiếp tục nơi bạn đã dừng lại
Return,Trở lại
Review,Ôn tập
Review & New Design,Phản biện & Thiết kế mới
Review class scores,track progress and grading results.
Review difficult topics in short 20-25 minute sessions.,Xem lại các chủ đề khó trong thời gian ngắn 20-25 phút.
Review Flags,Số bài cần xem lại
Review Homework,Chấm bài tập
Review Now,Xem lại ngay
Review Queue,Hàng đợi rà soát
Review the course,Đánh giá khóa học
Reviews,Đánh giá
Revoke,Thu hồi
Role updated successfully,Đã cập nhật vai trò thành công
Roles,Vai trò
Rubric,Tiêu chí chấm điểm (Rubric)
Rubric Builder,Trình tạo phiếu tự đánh giá
Rubric Coverage,Mức độ bao phủ rubric
Rubric deleted,Đã xóa phiếu đánh giá
Rubric Detail,Chi tiết phiếu tự đánh giá
Rubric File,Tệp rubric
Rubric mismatch detected for criterion #4.,Phát hiện lệch rubric ở tiêu chí #4.
Rubric saved successfully,Phiếu tự đánh giá đã được lưu thành công
Rubric Template,Mẫu phiếu tự đánh giá
Run,Chạy
Run Batch,Chạy hàng loạt
Sample Grading Form Image (Optional),Ảnh Form chấm mẫu (Tùy chọn)
Satisaction Rate,Tỉ lệ hài lòng
Satisfaction Rate,Tỷ lệ hài lòng
Satisfied,Hài lòng
Saturday,Thứ bảy
Save,Lưu
Save & Update,Lưu & Cập nhật
Save All,Lưu tất cả
Save Changes,Lưu thay đổi
Save changes,Lưu thay đổi
Save Scores,Lưu điểm
Save Session,Lưu phiên chấm
Save Submission,Lưu lần chấm
saving...,đang lưu...
Saving...,Đang lưu...
SBD,SBD
Scale,Tỉ lệ
Schedule,Lịch trình
Schedule an evaluation to get certified.,Lên lịch một bài đánh giá để nhận chứng chỉ.
Schedule Evaluation,Lên lịch đánh giá
Schedule your evaluation,Lên lịch đánh giá của bạn
Scheduled,Đã lên lịch
School Grade,Tiếng Anh Phổ Thông
Scope,Phạm vi
Score,Điểm
Score Breakdown,Phân tích điểm
Score Dashboard,Bảng điều khiển điểm
Score Distribution,Phân bố điểm số
Score Insights Dashboard,Bảng phân tích điểm số học viên
Score out of,Điểm ra khỏi
Scoreboard & AI Analysis,Bảng điểm & Phân tích AI
Scores updated successfully!,Điểm được cập nhật thành công!
SCORM Package,Gói SCORM
Search,Tìm kiếm
Search by Member,Tìm kiếm theo thành viên
Search by Name,Tìm kiếm theo tên
Search by name,Tìm kiếm theo tên
"Search by name, ID...","Tìm theo tên, SBD..."
Search by Title,Tìm kiếm theo tiêu đề
Search by title,Tìm kiếm theo tiêu đề
Search courses...,Tìm kiếm khóa học...
Search documents...,Tìm kiếm tài liệu...
Search for,Tìm kiếm
Search for a keyword or phrase and press enter,Tìm kiếm từ khóa hoặc cụm từ và nhấn enter
Search for an icon,Tìm kiếm biểu tượng
Search session by ID or name...,Phiên tìm kiếm theo ID hoặc tên...
Search Student,Tìm kiếm sinh viên
Search...,Tìm kiếm...
Seat Count,Số chỗ ngồi
Seat Left,Ghế bên trái
Seats Left,Chỗ ngồi còn lại
See all,Xem tất cả
See how you rank among your peers,Xem cách bạn xếp hạng trong số các đồng nghiệp của bạn
See your ranking,Xem thứ hạng của bạn
Select,Lựa chọn
Select a badge...,Chọn một huy hiệu...
Select a batch you moderate,Chọn một đợt bạn kiểm duyệt
Select a Programming Exercise,Chọn bài tập lập trình
Select a question,Chọn một câu hỏi
Select a quiz,Chọn một bài kiểm tra
Select a session to start learning.,Chọn một phiên học để bắt đầu học.
Select a student from the list to view their results.,Chọn một sinh viên từ danh sách để xem kết quả của họ.
Select an Assignment,Chọn một bài tập
Select Assignment,Chọn bài tập
Select Assignment...,Chọn bài tập...
Select Badge,Chọn huy hiệu
Select Batch,Chọn lớp
Select Batch...,Chọn lớp...
Select Class,Chọn lớp
Select Class...,Chọn lớp...
Select course,Chọn khóa học
Select Course,Chọn Khóa học
Select Course...,Chọn khóa học...
Select Date,Chọn ngày
Select Excel/CSV File,Chọn tệp Excel/CSV
SELECT FROM DEVICE,CHỌN TỪ THIẾT BỊ
Select Game,Chọn trò chơi
Select Learner (Email/Username),Chọn Người học (Email/Tên người dùng)
Select one or more images,Chọn một hoặc nhiều ảnh
Select one rubric document,Chọn một tài liệu rubric
Select Payment Gateway,Chọn Cổng thanh toán
Select Quiz,Chọn bài kiểm tra
Select Quiz...,Chọn câu đố...
Select Student,Chọn sinh viên
Select student from existing system users,Chọn sinh viên từ người dùng hệ thống hiện có
Select Subject,Chọn môn học
Select Subject...,Chọn môn học...
"Select the type of work to grade. AI will recognize, analyze, and suggest scores — you review and approve.","Chọn loại bài thi. AI sẽ nhận diện, phân tích và đề xuất điểm số — bạn chỉ cần duyệt."
Select your preferred language for the interface,Chọn ngôn ngữ ưa thích của bạn cho giao diện
Select...,Lựa chọn...
Selected Images,Ảnh đã chọn
Selected Rubric,Rubric đã chọn
Send,Gửi
Send calendar invite for evaluations,Gửi lịch mời đánh giá
Send Email,Gửi Mail
Send Email to {0},Gửi email tới {0}
Send feedback via email / LMS,Gửi nhận xét qua Email hoặc LMS
Send Notification for Published Batches,Gửi thông báo cho các lớp đã xuất bản
Send Notification for Published Courses,Gửi thông báo về các khóa học đã xuất bản
Sentence,Câu
SEO,SEO
Session / Assignment,Phiên chấm / Bài tập
Session End Time,Thời gian kết thúc phiên
Session ID:,ID Phiên:
Session Info,Thông tin phiên học
Session is missing. Please open a valid workspace URL.,Phiên bị thiếu. Vui lòng mở không gian làm việc hợp lệ URL.
Session Name,Tên phiên chấm
Session Name (Tên phiên),Tên phiên
Session Not Found,Không tìm thấy phiên
Session saved successfully!,Đã lưu phiên chấm thành công!
Session Start Time,Thời gian bắt đầu phiên
Session Statistics,Thống kê phiên chấm
Session-based,Theo Phiên
Set Color,Đặt màu
Set up class information and upload homework for grading.,Nhập lớp vào và upload bài tập.
Set up information and choose a grading session before starting.,Điền thông tin và lựa chọn bài luyện để bắt đầu.
Set up information and upload test papers.,Điền thông số và tải hình bài môn.
Setting up,Đang thiết lập
Setting up payment gateway,Thiết lập cổng thanh toán
Settings,Cài đặt
Share on,Chia sẻ trên
Short Description,Mô tả ngắn
Short description of the batch,Mô tả ngắn gọn về lớp
Short Essay,Tự luận ngắn
Short Introduction,Giới thiệu ngắn gọn
Show Answers,Hiển thị câu trả lời
Show Submission History,Hiển thị lịch sử gửi
Show USD equivalent amount,Hiển thị số tiền tương đương USD
Shuffle Questions,Trộn câu hỏi
Sidebar,Thanh bên
Sign up,Đăng ký
Signup,Đăng ký
Signup Consent HTML,HTML đồng ý đăng ký
Signups,Đăng ký
Signups per day,Đăng ký mỗi ngày
Single Answer,Một đáp án
Skill,Kỹ năng
Skip,Nhảy
Slot added successfully,Đã thêm khe cắm thành công
Slot deleted successfully,Đã xóa khe thành công
Slots,Khung giờ
